El dolor en la acción: los significados del dolor que experimentan los luchadores profesionales,"By R. Tyson Smith, Published on 01/01/12",https://scholarship.haverford.edu/sociology_facpubs/74,,,,,,,,,,,
Warring Identities: Identity Conflict and the Mental Distress of American Veterans of the Wars in Iraq and Afghanistan,"By R. Tyson Smith and Gala true, Published on 01/01/14",https://scholarship.haverford.edu/sociology_facpubs/60,,,,,,,,,,,
"Fighting for Recognition: Identity, Masculinity, and the Act of Violence in Professional Wrestling","In Fighting for Recognition, R. Tyson Smith enters the world of independent professional wrestling, a community-based entertainment staged in community centers, high school gyms, and other modest venues. Like the big-name, televised pro wrestlers who originally inspired them, indie wrestlers engage in choreographed fights in character. Smith details the experiences, meanings, and motivations of the young men who wrestle as ""Lethal"" or ""Southern Bad Boy,"" despite receiving little to no pay and risking the possibility of serious and sometimes permanent injury. Exploring intertwined issues of gender, class, violence, and the body, he sheds new light on the changing sources of identity in a postindustrial society that increasingly features low wages, insecure employment, and fragmented social support. Smith uncovers the tensions between strength and vulnerability, pain and solidarity, and homophobia and homoeroticism that play out both backstage and in the ring as the wrestlers seek recognition from fellow performers and devoted fans.",https://scholarship.haverford.edu/sociology_facpubs/59,,,,,,,,,,,
Tuning in or Turning off: Performing Emotion and Building Cosmopolitan Solidarity in International Music Competitions,"By Lisa McCormick, Published on 01/01/14",https://scholarship.haverford.edu/sociology_facpubs/52,,,,,,,,,,,
Axial Age Religious Commitment in Theoretical Perspective,"By Mark Gould, Published on 01/01/13",https://scholarship.haverford.edu/sociology_facpubs/82,,,,,,,,,,,
Performing civility : international competitions in classical music,"Although competitions in classical music have a long history, the number of contests has risen dramatically since the Second World War, all of them aiming to launch young artists' careers. This is not the symptom of marketization that it might appear to be. Despite the establishment of an international governing body, competitions are plagued by rumors of corruption, and even the most mathematically sophisticated voting system cannot quell accusations that the best talent is overlooked. Why do musicians take part? Why do audiences care so much about who wins? Performing Civility is the first book to address these questions. In this groundbreaking study, Lisa McCormick draws from firsthand observations of contests in Europe and the US, in-depth interviews with competitors, jurors and directors, as well as blog data from competition observers to argue that competitions have endured because they are not only about music, they are also about civility.     The first academic study to examine classical music competitions from a sociological perspective Provides a unified history of the emergence of classical music competitions, including a previously unpublished record of historical membership in the World Federation of International Music Competitions (WFIMC) Based upon firsthand observations, as well as interviews and conversations with participants about sharing their personal experiences and opinions   ",https://scholarship.haverford.edu/sociology_facpubs/85,,,,,,,,,,,
"Don’t Play it Again, Sam: A Response to Eric Nylander","By Lisa McCormick, Published on 01/01/14",https://scholarship.haverford.edu/sociology_facpubs/32,,,,,,,,,,,
The Natural Law Foundations of Modern Social Theory: A Quest for Universalism [book review],"By Mark Gould, Published on 01/01/16",https://scholarship.haverford.edu/sociology_facpubs/86,,,,,,,,,,,
Does the Center Hold? Reflections on a Sociological Core,"By Jeanne Ballantine, Nancy Greenwood, Jay Howard, et al., Published on 01/01/16",https://scholarship.haverford.edu/sociology_facpubs/87,,,,,,,,,,,
Marx and Weber and the logic of historical explanation: The rise of machine capitalism,"By Mark Gould, Published on 01/01/16",https://scholarship.haverford.edu/sociology_facpubs/93,,,,,,,,,,,
Educational Inequality in Apartheid South Africa,"By Matthew McKeever, Published on 01/01/17",https://scholarship.haverford.edu/sociology_facpubs/88,,,,,,,,,,,
Viaje - Traducción y transición: Flores de un solo día de Anna Kazumi Stahl,"By Graciela Michelotti-Cristobal and Sara Guardia, Published on 01/01/12",https://scholarship.haverford.edu/spanish_facpubs/50,,,,,,,,,,,
Working through Contradictions: Parsons and the Harvard Intellectual Community during the Late 60s and Early 70s,"By Mark Gould, Published on 01/01/21",https://scholarship.haverford.edu/sociology_facpubs/92,,,,,,,,,,,
"The Developmental Regulation of Erythropoiesis by Hematopoietic Growth Factors: Analysis on Populations of BFU-E From Bone Marrow, Peripheral Blood and Fetal Liver","By Stephen G. Emerson, S. Thomas, J. Ferarra, et al., Published on 01/01/89",https://scholarship.haverford.edu/biology_facpubs/41,,,,,,,,,,,
Africa: Why Economists Get It Wrong,"By Matthew McKeever, Published on 01/01/18",https://scholarship.haverford.edu/sociology_facpubs/90,,,,,,,,,,,
And They Didn’t Shut Up: Prison Narratives of the Mexican Dirty War,"By Aurelia Gómez Unamuno, Published on 01/01/13",https://scholarship.haverford.edu/spanish_facpubs/54,,,,,,,,,,,
"Returning to Babel: Jewish Latin American Experiences, Representations, and Identity [Book Review]","By Ariana Huberman, Published on 01/01/12",https://scholarship.haverford.edu/spanish_facpubs/122,,,,,,,,,,,
Made of Shores: Judeo-Argentinean Fiction Revisited [Book Review],"By Ariana Huberman, Published on 01/01/12",https://scholarship.haverford.edu/spanish_facpubs/121,,,,,,,,,,,
"Para recordar a Ana María Barrenechea--Recuerdos de la profesora (Anita), por un su alumno","By Israel Burshatin, Published on 01/01/12",https://scholarship.haverford.edu/spanish_facpubs/88,,,,,,,,,,,
Doomed Couple [Book Review],"By Graciela Michelotti-Cristobal, Published on 12/01/13",https://scholarship.haverford.edu/spanish_facpubs/67,,,,,,,,,,,
The Women’s Suffrage Movement and Feminism in Argentina from Roca to Peron,"By Graciela Michelotti-Cristobal and Gregory Hammond, Published on 01/01/13",https://scholarship.haverford.edu/spanish_facpubs/52,,,,,,,,,,,
Student-Faculty Partnership for Deeper Learning,"By Ariana Huberman and Shuning Yan, Published on 01/01/13",https://scholarship.haverford.edu/spanish_facpubs/106,,,,,,,,,,,
Brodsky and Rein's The New Jewish Argentina [Book Review],"By Ariana Huberman, Published on 01/01/13",https://scholarship.haverford.edu/spanish_facpubs/91,,,,,,,,,,,
Made of Shores: Judeo-Argentinean Fiction Revisited [Book Review],"By Ariana Huberman, Published on 01/01/13",https://scholarship.haverford.edu/spanish_facpubs/118,,,,,,,,,,,
"Los textos de la patria: Nacionalismo, políticas culturales y canon en Argentina [Book Review]","By Ariana Huberman, Published on 01/01/13",https://scholarship.haverford.edu/spanish_facpubs/120,,,,,,,,,,,
Con las armas de la ficción. El imaginario novelesco de la guerrilla en México [Book Review],"By Aurelia Gómez Unamuno, Published on 01/01/14",https://scholarship.haverford.edu/spanish_facpubs/59,,,,,,,,,,,
Towards a pedagogy for the multiliteracies: The design of a teaching unit inspired by the proposals of the New London Group,"By Ana López-Sánchez, Published on 06/01/14",https://scholarship.haverford.edu/spanish_facpubs/47,,,,,,,,,,,
Un palmeral es su yo,"By Israel Burshatin, Published on 01/01/14",https://scholarship.haverford.edu/spanish_facpubs/94,,,,,,,,,,,
Antípodas. Crónicas y Ensayos,"By Roberto Castillo-Sandoval, Published on 05/01/14",https://scholarship.haverford.edu/spanish_facpubs/46,,,,,,,,,,,
Rome As Andalusia: Bodies and Borders in Franscisco Delicado's Retrato de la Andaluza,"By Israel Burshatin, Published on 03/01/14",https://scholarship.haverford.edu/spanish_facpubs/45,,,,,,,,,,,
Bodies and Borders in Francisco Delicado’s Retrato de la Lozana Andaluza,"By Israel Burshatin, Published on 01/01/14",https://scholarship.haverford.edu/spanish_facpubs/99,,,,,,,,,,,
La imagen del preso político y el preso común en la obra de José Revueltas,"By Aurelia Gómez Unamuno, Published on 01/01/15",https://scholarship.haverford.edu/spanish_facpubs/102,,,,,,,,,,,
Con el puño crispado: la poesía carcelaria de los presos políticos,"By Aurelia Gómez Unamuno, Published on 01/01/15",https://scholarship.haverford.edu/spanish_facpubs/103,,,,,,,,,,,
Advancing Multiliteracies in World Language Education,"By Yuri Kumagai and Ana Lopez-Sanchez, Published on 01/01/15",https://scholarship.haverford.edu/spanish_facpubs/96,,,,,,,,,,,
"Oy, My Buenos Aires: Jewish Immigrants and the Creation of Argentine National Identity [Book Review]","By Ariana Huberman, Published on 01/01/15",https://scholarship.haverford.edu/spanish_facpubs/117,,,,,,,,,,,
Harbinger of Modernity: Marcos Aguinis and the Democratization of Argentina [Book Review],"By Ariana Huberman, Published on 01/01/15",https://scholarship.haverford.edu/spanish_facpubs/116,,,,,,,,,,,
Fourier analysis and structure determination. Part III: x-ray crystal structure analysis,"By John P. Chesick, Published on 01/01/89",https://scholarship.haverford.edu/chemistry_facpubs/43,,,,,,,,,,,
Identity Work and Literacy Development in the Creation of Digital Narratives,"By Ana López Sánchez, Published on 01/01/16",https://scholarship.haverford.edu/spanish_facpubs/101,,,,,,,,,,,
Redesigning the Intermediate Level of the Spanish Curriculum Through a Multiliteracies Lens,"By Ana López Sánchez, Published on 01/01/15",https://scholarship.haverford.edu/spanish_facpubs/97,,,,,,,,,,,
Multiliteracies in world language education,"By Yuri Kumagai, Ana Lopez-Sanchez, and Sujane Wu, Published on 01/01/16",https://scholarship.haverford.edu/spanish_facpubs/95,,,,,,,,,,,
Parricide on the Pampa?: A New Study and Translation of Alberto Gerchunoff's Los Gauchos Judios [Book Review],"By Ariana Huberman, Published on 01/01/16",https://scholarship.haverford.edu/spanish_facpubs/115,,,,,,,,,,,
"Bartleby, el escribano. Una historia de Wall Street","A translation into Spanish of Herman Melville's Bartleby, the Scrivener. A Wall Street Story. ",https://scholarship.haverford.edu/spanish_facpubs/143,,,,,,,,,,,
El diablo cojo,"By Roberto Castillo-Sandoval, Published on 01/01/17",https://scholarship.haverford.edu/spanish_facpubs/146,,,,,,,,,,,
Narratives of the Islamic conquest from medieval Spain,"By Israel Burshatin, Published on 01/01/17",https://scholarship.haverford.edu/spanish_facpubs/100,,,,,,,,,,,
"Calvino’s snails: Fiction, reality and memory in <i>Bamboleho</i>","By Graciela Michelotti-Cristobal, Published on 01/01/18",https://scholarship.haverford.edu/spanish_facpubs/134,,,,,,,,,,,
"Poéticas, archivos y apuestas: estudios del Caribe","By Lina Martinez Hernandez and G. R. Medina, Published on 01/01/18",https://scholarship.haverford.edu/spanish_facpubs/125,,,,,,,,,,,
Further studies of the helix dipole model: effects of a free alpha-NH3+ or alpha-COO- group on helix stability,"By Robert Fairman, Kevin R. Shoemaker, Eunice J. York, et al., Published on 01/01/89",https://scholarship.haverford.edu/biology_facpubs/185,,,,,,,,,,,
Evolving Images: Jewish Latin American Cinema,"By Ariana Huberman and Nora Glickman, Published on 01/01/18",https://scholarship.haverford.edu/spanish_facpubs/105,,,,,,,,,,,
Wakefield,A translation into Spanish of stories by Nathaniel Hawthorne.,https://scholarship.haverford.edu/spanish_facpubs/142,,,,,,,,,,,
Muriendo por la dulce patria mía [2nd ed.],"By Roberto Castillo-Sandoval, Published on 01/01/17",https://scholarship.haverford.edu/spanish_facpubs/141,,,,,,,,,,,
Rosana's house,"By Graciela Michelotti-Cristobal, Published on 01/01/19",https://scholarship.haverford.edu/spanish_facpubs/133,,,,,,,,,,,
"Moors Dressed as Moors: Clothing, Social Distinction and Ethnicity in Early Modern Iberia [book review]","By Israel Burshatin, Published on 01/01/18",https://scholarship.haverford.edu/spanish_facpubs/126,,,,,,,,,,,
The New Ethnic Studies in Latin America [book review],"By Ariana Huberman, Published on 01/01/19",https://scholarship.haverford.edu/spanish_facpubs/128,,,,,,,,,,,
The Laws of Motion,"By Roberto Castillo-Sandoval, Published on 01/01/19",https://scholarship.haverford.edu/spanish_facpubs/145,,,,,,,,,,,
"Panorama neoyorquino de la poesía reciente en lengua española, con algunas notas sobre su traducción","By Almudena Vidorreta, Published on 01/01/20",https://scholarship.haverford.edu/spanish_facpubs/131,,,,,,,,,,,
Cabello/Carceller,"By Israel Burshatin, Helena Cabello, Ana Carceller, et al., Published on 01/01/19",https://scholarship.haverford.edu/spanish_facpubs/127,,,,,,,,,,,
Staging Frontiers. The Making of Modern Popular Culture in Argentina and Uruguay [book review],"By Ariana Huberman, Published on 01/01/20",https://scholarship.haverford.edu/spanish_facpubs/132,,,,,,,,,,,
"Entre fuegos, memoria y violencia de Estado: Los textos literarios y testimoniales del movimiento armado en México","By Aurelia Gómez Unamuno, Published on 01/01/20",https://scholarship.haverford.edu/spanish_facpubs/129,,,,,,,,,,,
From English pirate to Spanish republic. Life and industries of Antonio Sherley (1565-1633) [book review],"By Almudena Vidorreta, Published on 01/01/20",https://scholarship.haverford.edu/spanish_facpubs/130,,,,,,,,,,,
"“Amor de voluntad”/“Love freely given”: Homonormativity in Alfonso X, el Sabio’s Legislation on Captives","By Israel Burshatin, Published on 01/01/21",https://scholarship.haverford.edu/spanish_facpubs/135,,,,,,,,,,,
The Transgressive Force of the Erotic: Boi Neon's Sensual Speculation In The Brazilian Northeast,"By Dana Khromov, Published on 01/01/21",https://scholarship.haverford.edu/spanish_facpubs/136,,,,,,,,,,,
Muertes Imaginarias (an obituary novel),"By Roberto Castillo-Sandoval, Published on 01/01/20",https://scholarship.haverford.edu/spanish_facpubs/144,,,,,,,,,,,
"Berganza's ""Buen Natural"" and the Theriophily of El Casamiento Enganoso and Coloquio de los Perros","By Luis Rodriguez-Rincon, Published on 01/01/22",https://scholarship.haverford.edu/spanish_facpubs/137,,,,,,,,,,,
"Cervantes after the material turn: river gods, lakes of blood, and other personified bodies of water in <i>Numancia</i>","By Luis Rodriguez-Rincon, Published on 01/01/22",https://scholarship.haverford.edu/spanish_facpubs/139,,,,,,,,,,,
"Als die Bilder hören lernten - Musik, Ton, Avantgardeästhetik und Geschlechterkonfiguration in Wim Wenders' 'Lisbon Story' (When the pictures learned to hear - Music, Avantgarde Aesthetics and Gender in Wim Wenders' Lisbon Story","By Ulrich Schonherr, Published on 01/01/04",https://scholarship.haverford.edu/german_facpubs/38,,,,,,,,,,,
"Abzugeben in der Welt, dicht an der großen Dornenhecke, der Grenze der Vernunft - Anmerkungen zu Gert Jonkes 'Chorphantasie' (Afterword) (To be delivered in the world, hard by the tall thorn hedge, at the limit of reason: Notes on Gert Jonke's Choral Fantasy)","By Ulrich Schonherr, Published on 01/01/03",https://scholarship.haverford.edu/german_facpubs/27,,,,,,,,,,,
Adorno and Jazz: Reflections on a Failed Encounter (reprint),"By Ulrich Schonherr, Published on 01/01/04",https://scholarship.haverford.edu/german_facpubs/52,,,,,,,,,,,
"Adorno, Tradition, and the Postmodern (reprint)","By Ulrich Schonherr, Published on 01/01/04",https://scholarship.haverford.edu/german_facpubs/30,,,,,,,,,,,
Uniting through Mourning in Post-Apartheid South Africa,"By Imke Brust, Published on 01/01/06",https://scholarship.haverford.edu/german_facpubs/45,,,,,,,,,,,
"Out of Tune: Music, Postwar Politics, and Edgar Reitz’s “Die Zweite Heimat""","The year 1960 marks the point of departure for Edgar Reitz's twenty-five hour movie Die zweite Heimat (The Second Homeland), which tries to reconstruct ten years of German history from the selective perspective of young avant-garde artists in Munich. In contrast to critics who claim that the music in Die Zweite Heimat functions merely as a 'quid pro quo' for Reitz's film aesthetic, I intend to illustrate the highly independent role of music, which does not simply coincide with the medium of film but occupies a distinct position within the decade's sociopolitical landscape --author-supplied description",https://scholarship.haverford.edu/german_facpubs/39,,,,,,,,,,,
The Machine (Translation),"By Georges Perec and Ulrich Schonherr, Published on 01/01/09",https://scholarship.haverford.edu/german_facpubs/40,,,,,,,,,,,
"Spatial Turns: Space, Place, and Mobility in German Literary and Visual Culture  [book review]","I reviewed the edited volume, 'Spatial Turns: Space, Place, and Mobility in German Literary and Visual Culture', a collection of essays that employ contemporary theories of space (and its related categories place and mobility) to explore German culture, literature, film, and new media in light of the limitations of a primarily territorial model for the German nation state for the WIG 2011 Newsletter. --author-supplied description",https://scholarship.haverford.edu/german_facpubs/21,,,,,,,,,,,
"The Crisis of an Old Order: Gender, Sexual Relations, and Reproduction in Lessing's The Cleft","This article addresses Doris Lessing's depiction of gender, sexual relations, and reproduction in her controversial book The Cleft (2007). The novel challenges its readers to empathize heteropathically - as Kaja Silverman defines the term - across gender, outside of time, place, and outside the corporeal parameters of self (25-37). While Lessing's novel clearly speaks to issues of gender, it also complicates the notion of history and points to the paradox that the story of human history is primarily a male-dominated discourse. --author-supplied description",https://scholarship.haverford.edu/german_facpubs/22,,,,,,,,,,,
Review of Jill Anne Kowalik's Theology and Dehumanization,"By Imke Brust, Published on 01/01/10",https://scholarship.haverford.edu/german_facpubs/49,,,,,,,,,,,
Transcending Apartheid: Empathy and the Search for  Redemption,"By Imke Brust, Published on 01/01/10",https://scholarship.haverford.edu/german_facpubs/47,,,,,,,,,,,
Chlorophyll-protein interactions in photosystem II: resonance Raman spectroscopy of the D1-D2-cytochrome b559 complex and the 476 kDa protein,"By Julio C. de Paula, D. F. Ghanotakis, N. R. Bowlby, et al., Published on 01/01/89",https://scholarship.haverford.edu/chemistry_facpubs/52,,,,,,,,,,,
"Review of Jaimey Fisher and Barbara Mennel's Spatial Turns: Space, Place, and Mobility in German Literary and Visual Culture","By Imke Brust, Published on 01/01/11",https://scholarship.haverford.edu/german_facpubs/48,,,,,,,,,,,
Klang-Bild-Sprache. Musikalisch-Akustische Konfigurationen in der Literatur und im Film der Gegenwart,"By Ulrich Schonherr, Published on 01/01/14",https://scholarship.haverford.edu/german_facpubs/41,,,,,,,,,,,
Motte,"By Brook Henkel, Published on 01/01/14",https://scholarship.haverford.edu/german_facpubs/54,,,,,,,,,,,
"Intermediale Grenzgänge: Technologie, Sprache und Musik in Georges Perecs Hörspiel Die Maschine","By Ulrich Schonherr, Published on 01/01/14",https://scholarship.haverford.edu/german_facpubs/42,,,,,,,,,,,
Review of Alfred J. Drake's New Essays on the Frankfurt School of Critical Thought,"By Imke Brust, Published on 01/01/14",https://scholarship.haverford.edu/german_facpubs/50,,,,,,,,,,,
The Use and Abuse of Cinema: German Legacies from the Weimar Era to the Present. [Book Review],"By Brook Henkel, Published on 01/01/16",https://scholarship.haverford.edu/german_facpubs/58,,,,,,,,,,,
Watching the Night: Surveillance and Cross-Sectional Montage in Nikolaus Geyrhalter’s Abendland (2011),"By Brook Henkel, Published on 01/01/16",https://scholarship.haverford.edu/german_facpubs/57,,,,,,,,,,,
Objects in Motion: Hans Richter’s Vormittagsspuk (1928) and the Crisis of Avant-Garde Film,"By Brook Henkel, Published on 01/01/16",https://scholarship.haverford.edu/german_facpubs/56,,,,,,,,,,,
Genetics of response to volatile anesthetics in Caenorhabditis elegans,"By P. G. Morgan, M. M. Sedensky, and Philip M. Meneely, Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/271,,,,,,,,,,,
"Art and healing of the Bakongo, commented by themselves: minkisi from the Laman collection",Edits and translates the text.,https://scholarship.haverford.edu/anthropology_facpubs/168,,,,,,,,,,,
Cell structure & function : an integrated approach (3rd ed.),"By Ariel G. Loewy and P. Siekevitz, Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/252,,,,,,,,,,,
Regulation of Interleukin 3 Gene Induction in Normal Human T Cells,"By S. C. Guba, G. Stella, L. A. Turka, et al., Published on 01/01/89",https://scholarship.haverford.edu/biology_facpubs/42,,,,,,,,,,,
Sovetskaia ekonomika v blizhaishei perspektive,"By Vladimir Kontorovich, Published on 01/01/91",https://scholarship.haverford.edu/economics_facpubs/85,,,,,,,,,,,
Traditional Chinese paintings,"By Ying Li, Published on 01/01/91",https://scholarship.haverford.edu/finearts_facpubs/114,,,,,,,,,,,
Analysis of Fixed-Point Queries on Binary Trees,"By Steven Lindell, Published on 01/01/91",https://scholarship.haverford.edu/compsci_facpubs/29,,,,,,,,,,,
Transformation of homeland diaspora relations: the Greek case 18th-19th centuries,"By Alexander Kitroeff, Published on 01/01/91",https://scholarship.haverford.edu/history_facpubs/82,,,,,,,,,,,
The Education of Economists: From Undergraduate to Graduate Study,"By H. Kasper and Vernon J. Dixon, Published on 01/01/91",https://scholarship.haverford.edu/economics_facpubs/50,,,,,,,,,,,
Basal bodies and DNA. Trends,"By Karl A. Johnson and Joel L. Rosenbaum, Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/246,,,,,,,,,,,
Lectures on Cyclic Homology,"By Dale H. Husemoller, Published on 01/01/91",https://scholarship.haverford.edu/mathematics_facpubs/39,,,,,,,,,,,
Patra 1820-1860: Mia Hellenike Protevousa ston 190 aiona [Patra 1820-1860: A Greek capital city in the nineteenth century] [book review],"By Alexander Kitroeff, Published on 01/01/91",https://scholarship.haverford.edu/history_facpubs/78,,,,,,,,,,,
"Travels of William Wells Brown: the Narrative of William Wells Brown, a Fugitive Slave, and the American Fugitive in Europe, Sketches of Places and People Abroad","By Paul Jefferson, Published on 01/01/91",https://scholarship.haverford.edu/history_facpubs/37,,,,,,,,,,,
Testing early Soviet economic alternatives,"By Holland Hunter and Janusz M. Szyrmer, Published on 01/01/91",https://scholarship.haverford.edu/economics_facpubs/59,,,,,,,,,,,
The Presence of a Covalently Cross-Linked Matrix in Human Platelets,"By J. Harsfalvi, L. Fesus, E. Tarcsa, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/258,,,,,,,,,,,
"Mothers tomorrow and mothers yesterday, but never mothers today : women on the edge of time and The Handmaid's Tale","By Elaine Tuttle Hansen, Published on 01/01/91",https://scholarship.haverford.edu/english_facpubs/48,,,,,,,,,,,
"De quoi faire à Margot, pour sa fête, un bouquet: L'avatar lafontainien du lieu amène","By Marcel Marc Gutwirth, Published on 01/01/91",https://scholarship.haverford.edu/french_facpubs/36,,,,,,,,,,,
Historian Nicos Svoronos and his relationship to the historiography of modern Greece,"By Christois Hadziiosif and Alexander Kitroeff, Published on 01/01/91",https://scholarship.haverford.edu/history_facpubs/86,,,,,,,,,,,
Cell Mediated Hematopoietic Regulation in CML,"By S. C. Guba and Stephen G. Emerson, Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/4,,,,,,,,,,,
Parsons' Economic sociology: a failure of will,"By Mark Gould, Published on 01/01/91",https://scholarship.haverford.edu/sociology_facpubs/13,,,,,,,,,,,
Reproduction of labour market discrimination in competitive capitalism,"By Mark Gould, Published on 01/01/91",https://scholarship.haverford.edu/sociology_facpubs/3,,,,,,,,,,,
Talcott Parsons: Theorist of Modernity,"By Mark Gould, Published on 01/01/91",https://scholarship.haverford.edu/sociology_facpubs/2,,,,,,,,,,,
Predication and logic of language (III),"By Ashok K. Gangadean, Published on 01/01/91",https://scholarship.haverford.edu/philosophy_facpubs/42,,,,,,,,,,,
Predication and logic of language (I),"By Ashok K. Gangadean, Published on 01/01/91",https://scholarship.haverford.edu/philosophy_facpubs/44,,,,,,,,,,,
Predication and logic of language (II),"By Ashok K. Gangadean, Published on 01/01/91",https://scholarship.haverford.edu/philosophy_facpubs/43,,,,,,,,,,,
Ligand field spectra of cobalt (II) amines and hexaaminecobalt (III/II) electron self exchange,"By Daniel A. Geselowitz, Published on 01/01/89",https://scholarship.haverford.edu/chemistry_facpubs/95,,,,,,,,,,,
Position effect on apparent helical propensities in the C-peptide helix,"By Robert Fairman, Katherine M. Armstrong, Kevin R. Shoemaker, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/178,,,,,,,,,,,
"Characterization of a new human multiple myeloma cell line, UMJF-2, which suppresses antibody production by B-lymphocytes in vitro","By J. F. Farnen, M. Tyrkus, C. Hanson, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/52,,,,,,,,,,,
"Pastourelle jolie: the chanson at the court of Lorraine, c. 1500","By Richard Freedman, Published on 01/01/91",https://scholarship.haverford.edu/music_facpubs/76,,,,,,,,,,,
"Saul Yurkievich, confabulador con la palabra","By Maria-Luisa Fischer and Roberto Castillo-Sandoval, Published on 01/01/91",https://scholarship.haverford.edu/spanish_facpubs/26,,,,,,,,,,,
The Application of Molecular and Tissue Engineering to In Vitro Hematopoietic Cultures,"By Stephen G. Emerson, Barnhard O. Palsson, and Michael F. Clarke, Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/48,,,,,,,,,,,
"Burney Criticism: Family Romance, Psychobiography, and Social History","By Julia J. Epstein, Published on 01/01/91",https://scholarship.haverford.edu/english_facpubs/35,,,,,,,,,,,
The Stem Cell Model of Bone Marrow Differentiation,"By Stephen G. Emerson, Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/5,,,,,,,,,,,
Novel Approaches to the Therapy of CML,"By A. B. Deisseroth, C. V. Herst, A. Wedrychowski, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/6,,,,,,,,,,,
Integration of molecular biology and genetics with biological and chemotherapeutic approaches to the rearrangement of chronic myelogenous leukemia (CML),"Proceedings of the fifth international symposium, August 22-25, 1990, Omaha, Nebraska.",https://scholarship.haverford.edu/biology_facpubs/7,,,,,,,,,,,
Immobilized adriamycin: toxic potential in vivo and in vitro,"By M. P. Hacker, J. S. Lazo, C. A. Pritsos, et al., Published on 01/01/89",https://scholarship.haverford.edu/biology_facpubs/447,,,,,,,,,,,
Canzona & Reel/Jig : Four Flutes,"By John Davison, Published on 01/01/91",https://scholarship.haverford.edu/music_facpubs/42,,,,,,,,,,,
Variable metric method for minimization,"By William C. Davidon, Published on 01/01/91",https://scholarship.haverford.edu/mathematics_facpubs/18,,,,,,,,,,,
Temporal variations in the fine specificity of IgM anti-fluorescyl antibodies,"By M. R. Dalesandro, J. B. Skeath, D. R. Dorer, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/368,,,,,,,,,,,
The influence of culture perfusion conditions on normal human bone marrow stromal cell metabolism,"By Jerry Caldwell, Betty Locey, Barnhard O. Palsson, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/49,,,,,,,,,,,
Generalized flags in finite abelian p-groups,"By Lynne M. Butler, Published on 01/01/91",https://scholarship.haverford.edu/mathematics_facpubs/8,,,,,,,,,,,
Peregrinación de la vida del hombre (Novela alegórica del Siglo XVI [Book Review],"By Israel Burshatin, Published on 01/01/91",https://scholarship.haverford.edu/spanish_facpubs/80,,,,,,,,,,,
Diffuse Light in Dense Clusters of Galaxies: I. R-Band Observations of Abell 2029,"By Stephen P. Boughn, J. M. Uson, and J. R. Kuhn, Published on 01/01/91",https://scholarship.haverford.edu/astronomy_facpubs/26,,,,,,,,,,,
The influence of culture conditions on genetically engineered NIH-3T3 cells,"By Jerry Caldwell, Betty Locey, Michael F. Clarke, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/51,,,,,,,,,,,
A Perfect Freedom: Religious Liberty in Pennsylvania.,"By Edwin B. Bronner, Published on 01/01/91",https://scholarship.haverford.edu/history_facpubs/10,,,,,,,,,,,
Microwave background,"By Stephen P. Boughn and Bruce Partridge, Published on 01/01/91",https://scholarship.haverford.edu/astronomy_facpubs/17,,,,,,,,,,,
Limits on Gaussian fluctuations in the cosmic microwave background at 19.2 GHz,"By Stephen P. Boughn, E. S. Cheng, D. A. Cottingham, et al., Published on 01/01/91",https://scholarship.haverford.edu/astronomy_facpubs/2,,,,,,,,,,,
Large-aperture BVRJK photometry of rich abell clusters: constraints on dark matter,"By Stephen P. Boughn and J. M. Uson, Published on 01/01/91",https://scholarship.haverford.edu/astronomy_facpubs/25,,,,,,,,,,,
Notation for quasi-Newton methods,"By William C. Davidon, R. B. Mifflin, and J. L. Nazareth, Published on 01/01/91",https://scholarship.haverford.edu/mathematics_facpubs/19,,,,,,,,,,,
Gravitational radiation,"By Stephen P. Boughn, Published on 01/01/91",https://scholarship.haverford.edu/astronomy_facpubs/16,,,,,,,,,,,
Psychmuse: A Macintosh system for psychomusicology research,"By Marilyn Gail Boltz, Mitesh Kapadia, and Ronald Joyner, Published on 09/01/91",https://scholarship.haverford.edu/psychology_facpubs/259,,,,,,,,,,,
Time estimation and attentional perspective,"By Marilyn Gail Boltz, Published on 09/01/91",https://scholarship.haverford.edu/psychology_facpubs/258,,,,,,,,,,,
Some structural determinants of melody recall,"By Marilyn Gail Boltz, Published on 05/01/91",https://scholarship.haverford.edu/psychology_facpubs/257,,,,,,,,,,,
"Reweaving the 'Ulysses scene': enchantment, post-Oedipal identity, and the buried text of blackness in Toni Morrison's Song of Solomon","By Kimberly W. Benston, Published on 01/01/91",https://scholarship.haverford.edu/english_facpubs/10,,,,,,,,,,,
